Gn,mean,std
DPM2,13.965,
FBXL8,13.961500000000001,1.2537003230437491
WIPI1,13.961,
SIX1,13.96,
TTC31,13.952,
CSRNP2,13.952,
AP3M2,13.947,
SELENOV,13.94,
TLR9,13.938,
RAB5IF,13.935,
CNGA1,13.934,
SLC29A3,13.932,
TCL1B,13.931,
C4orf46,13.93,
OR6C4,13.928,
ZPBP,13.927,
FCHSD2,13.927,
AMMECR1L,13.924,
C8orf58,13.923666666666668,7.622378259659731
TNFSF14,13.923,
BTBD2,13.919,
JADE1,13.919,
YDJC,13.914,
CD86,13.914,
C12orf4,13.912,
FAM27E3,13.907,
SYT5,13.901,
MYPN,13.9,
CLVS2,13.894,
USP54,13.892,
THAP2,13.887,
MISP3,13.873,
TAS2R3,13.872,
MEGF9,13.87,
DENND2D,13.869,
DEPDC7,13.866,
LONRF2,13.863,
KIF12,13.853,
PTPRG,13.852,
FAM131B,13.847,
TNRC6A,13.845,
CLN8,13.844,
CDHR2,13.834,
LYPD5,13.827,
BCAR3,13.826,
ZNF654,13.825,
SCP2D1-AS1,13.824,
MMP3,13.824,
ZFHX4,13.82,
SALL2,13.819,
DYNC2H1,13.818,
SPACA1,13.816,
STAC2,13.813,
NAP1L2,13.813,
RCAN2,13.812,
SLC22A9,13.811,
TRAF5,13.809,
SLC31A2,13.808,
CRY2,13.806,
OR5M9,13.804,
PPIP5K2,13.803,
ZFC3H1,13.802,
SPRY4,13.794,
IFITM5,13.785,
PARP8,13.784,
RPS6KA4,13.783,
IFIH1,13.783,
RASGEF1C,13.78,
TDRD10,13.78,
ASH1L,13.774,
DBNDD2,13.773,
DDX11,13.772,
DDX12P,13.772,
DDX11L8,13.772,
RAPGEF2,13.771,
PRRG1,13.767499999999998,4.906613954653452
ATRX,13.766,
CCDC3,13.763,
TOPORS,13.761,
RCHY1,13.758,
WNT5A,13.753,
OLFM1,13.749,
CCDC85B,13.746,
BHLHE41,13.746,
TNK2,13.745,
CYP2R1,13.744,
KRTAP9-1,13.744,
RUFY2,13.743,
CSNK1G1,13.739,
OPN1SW,13.733,
HAPLN4,13.728,
KCNA1,13.727,
RSAD1,13.719,
KLC3,13.718,
OR6C3,13.715,
AKAP7,13.715,
ARHGEF10L,13.707,
NPHS1,13.704,
COL6A6,13.704,
DEFB104B,13.702,
MARCHF9,13.698,
VILL,13.695,
SPG11,13.692,
STK31,13.681,
HELZ2,13.679,
DIO1,13.677,
CCDC125,13.672,
SREK1IP1,13.662,
CHSY1,13.661,
ZBED4,13.657,
GBA2,13.657,
ZNF436-AS1,13.65,
ADAMTSL4,13.646,
IL5RA,13.645,
GFRA1,13.642,
FANCG,13.64,
MENT,13.636,
CMKLR1,13.634,
IL1A,13.632,
CMTM4,13.63,
STRADA,13.628,
UFSP1,13.624,
GPR137,13.623,
ZC3H3,13.619,
PNMA2,13.618,
RNF5,13.615,
INSC,13.614,
PORCN,13.611,
BRIP1,13.602,
B4GALNT1,13.601,
TEKT5,13.601,
JAKMIP1,13.592,
TTC9B,13.591,
KANSL2,13.589,
FPGT,13.584499999999998,6.531545337820139
PENK,13.583,
ZMYND19,13.579,
IRS1,13.577,
CRY1,13.576,
OR51G1,13.571,
PAPOLG,13.567,
UBXN2B,13.566,
MASP1,13.563,
FAM193B,13.563,
ARSD,13.563,
ELK4,13.559,
LIN54,13.557,
ZBTB11,13.553,
TYK2,13.548,
IQCF6,13.546,
GUCY1B1,13.545,
SPDEF,13.543,
TSPAN2,13.542,
STON2,13.542,
KIF2B,13.541,
KCNG1,13.54,
SLC39A1,13.54,
DNAAF6,13.535,
DEPDC1,13.535,
MAGI1,13.534,
HSD17B3,13.531,
CEP152,13.528,
SYT7,13.528,
B3GNTL1,13.523,
RBM41,13.516,
IFT20,13.51,
ZBED8,13.51,
PNMA1,13.508,
SOHLH1,13.503,
HRH2,13.5,
F2RL3,13.5,
SHB,13.497,
KDM1B,13.491,
RNF11,13.491,
MEX3C,13.491,
SLC16A2,13.487,
OR1L1,13.485,
CWC25,13.485,
BBC3,13.483,
RILP,13.481,
CCL7,13.48,
NFE2,13.471,
FRMD5,13.462,
RNF31,13.461666666666666,8.066794551327892
HCFC2,13.459,
CGNL1,13.452,
UTY,13.451,
GHRH,13.441,
MCOLN1,13.441,
CEBPZOS,13.437,
OR4A15,13.436,
FCRL2,13.433,
LVRN,13.43,
FAM102A,13.423,
CCDC144NL,13.415,
ZEB1,13.409,
LENG1,13.408,
GCNT3,13.408,
MAEL,13.406,
TRMT2B,13.404,
COL4A4,13.403,
PRL,13.396,
WNT2B,13.393,
APRG1,13.391,
XCL2,13.39,
PYHIN1,13.384,
ZBTB5,13.384,
SIX6,13.38,
TAF11,13.38,
SLAMF1,13.377,
STK11,13.375,
MFSD8,13.366,
ZNF507,13.365,
MAGED1,13.365,
CUL7,13.359,
HIVEP1,13.356,
SLC22A3,13.355,
CHIT1,13.35,
IL12B,13.349,
GASK1B,13.345,
ATP7B,13.338,
PPP3R2,13.338,
SIAH3,13.334,
CACNB3,13.333,
RNF113B,13.332,
MAGEC1,13.33,
CFAP53,13.328,
ZIC2,13.328,
HEXIM2,13.326,
FIG4,13.326,
PCSK4,13.323,
SNX29,13.319,
ZKSCAN4,13.318,
ARID5B,13.317,
TMEM132A,13.317,
CER1,13.314,
RHOH,13.313,
CRLF1,13.311,
SLC22A14,13.31,
RXRB,13.301,
RNF19A,13.3,
C1QL4,13.299,
CALCOCO1,13.299,
DEF8,13.291,
SI,13.279,
CDKN1A,13.275,
UBE2U,13.273,
ANKRD10,13.271,
ZNF595,13.268,
CARD17,13.259,
CCDC185,13.254,
ALDH3B2,13.246,
ITM2A,13.244,
AKAP11,13.241,
ARHGAP29,13.233,
BRSK1,13.226,
LINC01006,13.226,
RNF208,13.225,
NOS1AP,13.222999999999999,1.2473363620130713
STMP1,13.212,0.0028284271247465066
DUSP26,13.206,
AVP,13.204,
COLQ,13.195,
CDS1,13.193,
ZBTB20,13.188,
HTR2B,13.187,
ZNF500,13.184,
PHOX2A,13.184,
TMEM131L,13.181,
KLK2,13.18,
KLHL31,13.179,
PCSK1,13.179,
SPTLC3,13.177,
AGTR1,13.176,
RIMS4,13.17,
KCNH2,13.168,
ALS2,13.167,
RHBDD2,13.162,
ZNF174,13.161,
CFAP73,13.158,
MYCL,13.156,
DEPDC1B,13.149,
PAX6,13.139,
TWIST2,13.137,
LDLRAD1,13.13,
TGFBR2,13.121,
FAM169B,13.116,
SLC6A15,13.114,
GRHL2,13.114,
TM6SF2,13.114,
EIF2AK1,13.111,
SARM1,13.11,
KRTAP2-1,13.1065,3.0964205948158905
KRTAP2-2,13.1065,3.0964205948158905
ZBTB33,13.106,
SPATA16,13.102,
THUMPD2,13.102,
CHRND,13.101,
HLA-DOB,13.097,
OR3A2,13.097,
TTYH1,13.094,
CACNG6,13.079,
KBTBD2,13.077,
MYLK2,13.076,
ZNF14,13.073,
SNX19,13.073,
C9orf116,13.062,
MAGEC2,13.061,
TC2N,13.06,
POLL,13.056,
TRIM68,13.05,
RNASE10,13.05,
PHF21A,13.047,
IRF6,13.044,
SLC22A5,13.042,
GTF2H2,13.0405,2.2747625150771227
COLEC12,13.039,
NGEF,13.036,
GON4L,13.035,
YY2,13.026,
ZNF618,13.025,
SPATA2,13.02,
IMMP1L,13.017,
DOCK8-AS1,13.016,
DGKH,13.005,
SMCO1,13.004,
MKX,13.002,
GAGE2E,12.992,
SLC25A30,12.989,
SNAI1,12.985,
ABTB2,12.984,
NEMP2,12.981,
EFNA5,12.973,
FAM111A,12.967,
KCNJ15,12.967,
THAP1,12.966,
CHMP4C,12.961,
TAS2R14,12.95,
ADAMDEC1,12.95,
CENPQ,12.948,
ACTRT2,12.944,
VOPP1,12.944,
GPBP1L1,12.939,
FNDC9,12.929,
SH2D2A,12.928,
DUSP18,12.927,
ZNF707,12.924,
TCEAL7,12.922,
RGPD8,12.921000000000001,6.185770121819918
STAP1,12.917,
SNX25,12.915,
TMEM151B,12.913,
TCEAL2,12.911,
RGPD5,12.909500000000001,6.202033577787211
ACOT12,12.903,
SGO2,12.901,
PXT1,12.9,
PRSS16,12.899,
SLC32A1,12.897,
DYM,12.896,
LARP6,12.896,
RBBP8NL,12.893,
CREBRF,12.886,
MESP1,12.886,
ADGRE3,12.885,
TSPAN19,12.879,
CIDEB,12.872,
THBS2,12.871,
GORAB,12.868,
TSNARE1,12.867,
DMAC1,12.864,
PIFO,12.861,
SIRPB2,12.857,
ARMCX5,12.855,
USP35,12.855,
NKTR,12.855,
APLNR,12.854,
GPR37L1,12.853,
TCF7L2,12.852500000000001,9.973741148636254
ALG9,12.852500000000001,18.163451888338848
FAM122A,12.852,
COL7A1,12.848,
CALHM2,12.841,
ALOX15B,12.83,
CCDC153,12.827,
NUAK2,12.827,
C2orf74,12.825,
RAB17,12.824,
ST6GALNAC4,12.823,
USP42,12.823,
MRPL36,12.812,
KRTAP4-9,12.811,
C17orf97,12.808,
MAGIX,12.807,
CREBL2,12.806,
DENND5B,12.799,
GAB1,12.799,
KRTAP9-7,12.797,
LDOC1,12.793,
KLF2,12.789,
FAM83B,12.786,
KSR1,12.78,
SH3RF2,12.778,
H2AB3,12.777,
DTL,12.775,
AFAP1,12.774,
THPO,12.763,
KBTBD4,12.761,
EFNB2,12.76,
PCDH7,12.756,
GLIS1,12.756,
GALNT16,12.752,
CPNE8,12.747,
CRISP2,12.743,
KMT2D,12.74,
SLC49A3,12.74,
SRF,12.738,
POLR3GL,12.731,
MEIG1,12.727,
PAPPA,12.726,
MYBPHL,12.723,
SLC29A2,12.709,
USP9Y,12.709,
EFCAB1,12.707,
TAS2R8,12.707,
IQSEC2,12.704,
NPAT,12.703,
COL13A1,12.702,
PIK3C2B,12.692,
FOXF1,12.689,
BEST4,12.687,
SATB1,12.684,
KANSL1,12.681,
PLPP7,12.678,
PRKD3,12.672,
LOXL1,12.667,
KLHL9,12.667,
MPHOSPH9,12.667,
ZNF626,12.666,
ABL2,12.666,
SPANXA2,12.665,
P3H3,12.648,
ACTL6B,12.648,
GAGE8,12.645,
CRTAM,12.644,
ICAM5,12.642,
CD28,12.641,
MAN2A2,12.639,
CASKIN2,12.633,
RADX,12.631,
MKS1,12.63,
DIPK1A,12.625,
PKN3,12.624,
TMEM260,12.62,
NPTXR,12.618,
CEP19,12.617,
ANTKMT,12.613,
POLK,12.611,
WNT3,12.606,
TMEM177,12.6,
PFKFB4,12.595,
SPECC1L-ADORA2A,12.591,
ART1,12.591,
SVOPL,12.589,
SYT12,12.586,
KRTAP13-3,12.586,
COL23A1,12.583,
TECRL,12.581,
SPPL2C,12.579,
USB1,12.576,
ZC2HC1C,12.574,
KBTBD7,12.573,
PLPPR3,12.572,
GXYLT2,12.57,
HOXD11,12.568,
GALR3,12.567,
TEX12,12.564,
ANKHD1-EIF4EBP3,12.563,
NOX1,12.561,
ZNF385A,12.561,
B3GNT6,12.56,
LCNL1,12.56,
ACTRT3,12.558,
DQX1,12.556,
ALAS1,12.555,
OGFRL1,12.549,
KLRD1,12.533,
PITPNM1,12.53,
SUSD5,12.529,
GAGE2A,12.527,
FAM160B2,12.525,
AMIGO2,12.523,
THBS3,12.517,
SLC5A1,12.516,
SNX29P2,12.515,
WDR45,12.514333333333333,0.008504900548115124
COL5A2,12.514,
OR6N2,12.513,
FAM157A,12.509,
FAM157B,12.509,
FAM157C,12.509,
CCDC61,12.506,
RILPL2,12.506,
WBP2NL,12.505,
CCER1,12.491,
XYLT1,12.489,
KAT2A,12.482,
CCKAR,12.48,
STAB1,12.476,
OR2L3,12.475,
RCBTB1,12.473,
GDF3,12.468,
PLEKHH3,12.46,
TBCK,12.458,
MEX3A,12.456,
ARHGEF5,12.454,
TMEM169,12.453,
SCAPER,12.448,
DNA2,12.441,
RAD52,12.439,
DNAJB8,12.438,
VSTM2A,12.438,
NCBP2L,12.437,
PHLDB1,12.435,
DPF1,12.435,
MLXIP,12.432,
OR10A7,12.426,
SPIN3,12.425,
CBLIF,12.423,
CLCA2,12.423,
CYP4X1,12.418,
OR7A5,12.417,
MDM2,12.416,
RRH,12.411,
GPR34,12.411,
EXO5,12.41,
TMEM132E,12.408,
MORN3,12.408,
CABP2,12.402,
NR2F1,12.402,
ABCA2,12.397,
BCLAF3,12.397,
RPRM,12.397,
WRN,12.393,
C16orf90,12.39,
ADAM23,12.385,
CSF3R,12.382,
EPPIN,12.373,
SIRT7,12.372,
CIART,12.372,
C16orf47,12.367,
NR4A2,12.359,
PTPRE,12.356,
KBTBD8,12.354,
PCDHB15,12.348,
MARF1,12.346,
RERE,12.346,
WDFY3,12.345,
SOCS7,12.337,
GATA6,12.334,
TMPRSS11A,12.329,
CRTC3,12.329,
IER5L,12.329,
CLUAP1,12.325,
C17orf80,12.318,
CHRM4,12.312,
SASH1,12.312,
ARL16,12.311,
CREB3L4,12.311,
GABRA1,12.307,
CALHM6,12.306,
SGK1,12.305,
BCAS4,12.296,
SPECC1L,12.2935,0.12657211383239095
ZNF17,12.289,9.514828847646182
CYP4F12,12.288,
PJA2,12.287,
WNK2,12.282,
OXCT2,12.281,
NAGPA,12.28,
PHC1,12.274,
SSH2,12.27,
CALHM1,12.27,
TSPYL4,12.265,
INSIG2,12.262,
CHD9,12.247,
CSRNP1,12.246,
UNCX,12.242,
LPA,12.232,
MEP1A,12.23,
C6orf201,12.229,
BTNL2,12.224,
GCNT1,12.223,
SYNGR4,12.22,
KDM5C,12.22,
TNKS2,12.213,
FGFBP2,12.197,
OR2H2,12.196,
PPFIA3,12.196,
KLHDC8B,12.195,
C19orf73,12.195,
GPR162,12.195,
DHDDS,12.189,
ALKAL2,12.187,
CT45A2,12.186,
MFSD6,12.186,
CYREN,12.184,
PPP2R5B,12.184,
FGF23,12.177,
ZNF705B,12.168,
ARHGAP6,12.167,
PRR15L,12.167,
BORCS8,12.165,
PCNT,12.163,
PDE7A,12.162,
PEX10,12.158,
OXER1,12.158,
DACT3,12.146,
OR4M1,12.146,
LINC01587,12.142,
GPX6,12.135,
MUTYH,12.13,
ERI2,12.127,
GLYATL3,12.124,
SHISA7,12.123,
CARTPT,12.116,
DNTT,12.114,
KPTN,12.113,
DCAF10,12.111,
PLEKHM1,12.11,
PRR11,12.1035,1.6397806255716032
GCM1,12.101,
RNF6,12.099,
NELL2,12.097,
DCANP1,12.095,
HFE,12.094,
DDX4,12.092,
ADRA2B,12.09,
WWP1,12.086,
KMT2A,12.082,
LINGO3,12.079,
NR4A3,12.075,
STC1,12.074,
FES,12.073,
POC1A,12.073,
ADCY9,12.072,
CCDC28A,12.072,
BAHD1,12.069,
CNKSR1,12.069,
R3HDM2,12.069,
KCNN3,12.068,
DESI2,12.065,
BBS1,12.0615,3.301481561359991
RGS14,12.055,
HNF4A,12.048,
PDZD4,12.047,
TNFAIP3,12.047,
RHBDF1,12.045,
YPEL4,12.044,
ZFAND2A,12.044,
PADI3,12.038,
HIC2,12.037,
ZNF627,12.035,
C2orf50,12.033,
RAMP2,12.033,
COL9A3,12.033,
SHOX2,12.028,1.2247089450150999
HSF2BP,12.026,
POGK,12.025,
FAM110A,12.024,
DENND1B,12.022,
TRMO,12.019,
HIPK4,12.018,
RERG,12.016,
RBFOX3,12.016,
ARRDC3,12.016,
ETS2,12.015,
P2RX2,12.013,
ZBTB22,12.012,
ZNF395,12.011,
CARD11,12.007,
ZNF414,12.003,
PLAC9,12.0,
MTBP,11.997,
RFX7,11.991,
NR2C1,11.99,
TMEM121,11.989,
DIP2A,11.988,
TMEM163,11.988,
DIRAS1,11.984,
KCNG4,11.981,
ERCC8,11.977,
PHLDB3,11.974,
PHETA2,11.971,
DPRX,11.97,
SLC37A2,11.97,
SPANXC,11.968,
ZFYVE9,11.967,
CCDC8,11.964,
IGSF21,11.957,
MLLT10,11.953,
FAM53A,11.95,
ASXL2,11.95,
TGFBR3,11.947,
IQCB1,11.944,
SLC45A2,11.944,
CBLN2,11.936,
C5orf63,11.931,
POLM,11.926,
AP3S2,11.919,
OR10J3,11.916,
RNFT2,11.91,
TRIB1,11.909,
KIF18A,11.909,
NT5M,11.908,
FAM131A,11.901,
ARHGEF17,11.9,
LHFPL1,11.9,
DDX60L,11.893,
FOXE3,11.89,
ABCC5,11.888,
CRB1,11.874,
CALHM5,11.872,
LEPR,11.869,
ARL5A,11.868,
NOVA1,11.8675,3.350979036043049
MEIS1,11.867,
OR6C76,11.866,
ARMCX6,11.862,
SLC1A1,11.862,
PLAAT2,11.861,
PARP10,11.858,
TIGIT,11.858,
MOGAT2,11.854,
BICD1,11.852,
CSF2RA,11.845,
GFOD1,11.844,
DENND3,11.843,
CYP3A43,11.84,
ENTPD4,11.839,
ZMYND12,11.838,
MAN1C1,11.831,
ANKRD45,11.829,
TIGD1,11.824,
AMN1,11.823,
RIN3,11.82,
RAB3IL1,11.818,
CNR2,11.813,
GPRIN3,11.809,
AKAP5,11.809,
GABRA5,11.808,
CPEB1,11.803,10.878130721773848
PPIP5K1,11.802,
CTSO,11.79,
SPATS1,11.787,
CCL26,11.783,
RNF4,11.773,
VN1R1,11.772,
DNASE1L1,11.771,
AKAP4,11.768,
CCR1,11.768,
ATP6V0E1,11.766,
HIRA,11.763,5.678067452927976
PRR12,11.756,
SPEF1,11.747,
SLC24A2,11.745,
STAC,11.745,
POLD4,11.742,
XAGE2,11.742,
PTTG2,11.741,
STOML1,11.74,
GPR20,11.736,
ANKRD13D,11.734,
CD33,11.732,
GIP,11.731,
TMEM101,11.729,
ANKIB1,11.727,
MIXL1,11.725,
TMEM219,11.723,
DDIT4L,11.723,
RIC1,11.722,
HOXD13,11.722,
LYSMD4,11.721,0.9432804461028541
FAM189A1,11.717,
ROPN1,11.716,
ARMC12,11.714,
SLC2A9,11.711,
CEP290,11.71,
SPRY1,11.709,
SOGA3,11.708,
SENP5,11.7,
CD1E,11.699,
CALCRL,11.696,
TMEM184A,11.695,
IL11RA,11.692,13.109759723198591
INHBE,11.691,
ELOVL2,11.69,
FBXO33,11.689,
C3orf49,11.687,
FOXN3,11.685,
ROR1,11.684,
CD101,11.68,
TMEM181,11.679,
CALCB,11.677,
TBCCD1,11.676,
SLC25A45,11.675,
C15orf32,11.673,
CACNA2D2,11.671,
OCEL1,11.67,
LRRC8B,11.668,
DCDC2,11.661,
DMPK,11.659,
P2RX7,11.658,
ZNF362,11.657,
KLF3,11.651,
WFDC10B,11.651,
IL26,11.649,
LRRC18,11.647,
FAM167A,11.645,
CEP57,11.643,
KIF26A,11.639,
UBD,11.638,
SLC26A3,11.637,
HDAC10,11.635,
ADRA1B,11.634,
SFRP4,11.634,
BTBD1,11.623,
EGFLAM,11.62,
GPC5,11.62,
IL10,11.618,
SCYL3,11.617,
PNMA8A,11.611,
SHCBP1L,11.608,
PHACTR2,11.607,
PLEKHA6,11.602,
TRIM39,11.601333333333331,9.028541318138457
PGAP2,11.6,
PRDM6,11.597,
TRAK2,11.596,
PRSS54,11.593,
HTR1B,11.591,
GNAT2,11.591,
C17orf100,11.591,
FUT11,11.589,
SLC46A1,11.589,
DPH7,11.587,
OR11H12,11.587,
CBLB,11.582,
FOXC2,11.581,
CEP135,11.577,
TRIM16L,11.576,
MIB2,11.573,
SMPD3,11.556,
DUSP2,11.551,
TMEM45B,11.55,
GANC,11.548,
RHOD,11.546,
ACP5,11.545,
PYROXD2,11.543,
KCTD20,11.541,
P3H4,11.541,
CYTH4,11.541,
HENMT1,11.541,
RXRG,11.539,
CCNE2,11.539,
PDCL2,11.537,
NRBP2,11.535,
RAB19,11.535,
HOXB4,11.534,
DEPDC5,11.532,
UPK3BL1,11.528,
PLEKHA8P1,11.527,
PLEKHA8,11.527,
ITGA8,11.523,
UGGT2,11.522,
CDK19,11.507,
WWC1,11.506,
GALNT12,11.504,
C4orf33,11.502,
NPR3,11.5,
SYCE1,11.498,
RASSF6,11.497,
STMND1,11.495,
RNF217,11.488,
PHF12,11.486,
TAF12,11.484,
TCTA,11.478,
RFX3,11.473,
PLXNA2,11.472,
SLC7A4,11.47,
IL17D,11.467,
CDHR4,11.462,
LHX6,11.461,
LAMC2,11.461,
C15orf61,11.459,
TUB,11.455,
PHEX,11.451,
SOCS2,11.451,
RGPD6,11.444,5.067117622475326
BMP7,11.441,
CNNM2,11.436,
RTP3,11.435,
TAL1,11.434,
TRIM23,11.431,
ZNF771,11.42,
SAMD9L,11.417,
CASTOR3,11.415,
CA11,11.4,
BICRAL,11.398,
SLC25A33,11.395,
ZNF280B,11.394,
POU3F3,11.393,
LRRTM2,11.393,
FBXO28,11.393,
MALL,11.387,
DAPL1,11.387,
ZNF875,11.387,
CDRT15L2,11.383,
PROB1,11.38,
CDH19,11.378,
ADRA2C,11.376,
C7orf61,11.374,
SPACA4,11.364,
RNASE9,11.364,
ERMAP,11.362,
TBC1D19,11.357,
KRTAP5-4,11.356,
PIGW,11.355,
MCM8,11.354,
SPANXD,11.351,
DENND1C,11.349,
OBP2B,11.346,
GLTPD2,11.346,
ADGRF1,11.345,
MAP11,11.336,
ALG14,11.335,
SOX18,11.335,
IDUA,11.333,
LCN8,11.333,
GRP,11.332,
RBM24,11.328,
BTBD10,11.327,
TMEM200A,11.327,
MAML1,11.323,
SLC35G3,11.322,
ECEL1,11.321,
ZDHHC19,11.318,
DHX16,11.317,
FSTL5,11.316,
BTN3A3,11.314,1.5796765491707465
OR5P3,11.314,
FAM43B,11.313,
HERC1,11.313,
ITGB8,11.312,
CHAD,11.312,
TRRAP,11.311,
CDNF,11.311,
RHOBTB3,11.309,
IGLON5,11.307,
TRIM41,11.306,
GCH1,11.301,
SLC35A2,11.296,
SOX9,11.294,
SBF2,11.287,
ARHGAP26,11.285,
CXCL5,11.281,
MBTPS1,11.281,
DNAJC30,11.27,
MFSD4B,11.265,
LSM11,11.264,
APH1B,11.262,
IFI44L,11.261,
SLCO5A1,11.259,
EFNA4,11.257,
MBD3L1,11.255,
KCTD1,11.254,
SCARF1,11.253,
VPS13D,11.253,
DUSP10,11.248,
KCND3,11.247,
MCCD1,11.245,
SOAT2,11.245,
NFE2L2,11.244,
DLG5,11.243,
BLOC1S5-TXNDC5,11.241,
PCMTD1,11.23,
GPR156,11.225,
OR13J1,11.224,
COX4I2,11.224,
PDZD7,11.22,
SLFN11,11.217,
AP3B2,11.197,
CUEDC2,11.197,
FOXC1,11.192,
SLCO2B1,11.189,
IRX5,11.189,
JAG1,11.178,
DNAJC25-GNG10,11.175,
ZPBP2,11.174,
RAB41,11.173,
CSF2RB,11.17,
RAD54L2,11.167,
RNF150,11.166,
ZFHX3,11.163,
FOXD3,11.161,
KDM8,11.16,
CYP4V2,11.152,
KLF4,11.147,
DCAF12,11.144,
SRGAP3,11.139,
LRRC17,11.133,
VPS13B,11.128,
EIF4EBP3,11.125,
DOK6,11.125,
TLR10,11.124,
PRR5L,11.12,
COL25A1,11.118,
CEP72,11.118,
TEDC1,11.113,
TDGF1P3,11.112,
TDGF1,11.112,
REPS2,11.11,
AGAP2,11.106,
SRARP,11.106,
SPAG6,11.105,
RCAN3,11.105,
SLCO1B3,11.102,0.9008540392316622
OPN4,11.101,
TRIM43,11.098,
TRIM43B,11.098,
NCKAP5L,11.097,
IQCF2,11.091,
SENP6,11.089,
PRR9,11.089,
FRMD4A,11.087,
ZNF670,11.084,
TONSL,11.081,
RFLNA,11.079,
MKRN3,11.064,
MARVELD2,11.063,
TNFAIP8L1,11.06,
UBE2Q2,11.056,
TOX3,11.055,
SLC26A1,11.052,
TMEM104,11.049,
KRT222,11.049,
TEDC2,11.046,
CIPC,11.0425,1.16743329573899
SAMD11,11.038,
LZTR1,11.037,
VXN,11.036,
ANKRD7,11.034,
NEIL2,11.033,
CHRNB3,11.03,
SLC14A2,11.03,
GAD2,11.028,
KASH5,11.026,
HTR5A,11.026,
IQCC,11.02,
TTC39B,11.019,
MARCHF4,11.017,
ETV7,11.015,
C11orf91,11.014,
CASP9,11.012,
ABHD17C,11.01,
NIPAL2,11.007,
PIGC,11.001,
KIF21B,10.99,
PRSS57,10.989,
TMEM150C,10.989,
NOS3,10.988,
H2BW2,10.987,
ZDHHC8,10.986,
RTKN2,10.985,
CCDC116,10.984,
OR4A5,10.981,
AHDC1,10.977,
MC4R,10.976,
PLA2G4B,10.97,
ZDHHC21,10.964,
DZANK1,10.963,
VEGFB,10.959,
ABCA1,10.958,
KCNK12,10.957,
ADAM22,10.955,
IFIT2,10.955,
RNF146,10.954,
PJVK,10.939,
ACVR1C,10.936,
OR51E1,10.936,
TEX33,10.935,
METTL2A,10.934,
C4orf17,10.931,
DCST1,10.931,
RNF24,10.93,
IL37,10.928,
DIRAS3,10.926,
LHFPL4,10.925,
ID2,10.918,
FBXL13,10.915,
LPAR5,10.907,
B3GNT8,10.905,
C10orf120,10.905,
ACOT6,10.904,
CDK2AP2,10.901,
MPPE1,10.897,
DLC1,10.895,
ODF3B,10.894,
DEGS2,10.885,
FCER2,10.884,
PEAK1,10.879,
HHEX,10.875,
S1PR2,10.873,
CEP192,10.871,
ZBTB48,10.868,
EID2,10.867,
MFSD2A,10.865,
CRACDL,10.865,
ARHGAP31,10.859,
KLHL5,10.857,
KRTAP2-3,10.855,
KRTAP2-4,10.855,
HOXC10,10.846,
FAM219A,10.842,
GIMAP2,10.839,
TJP3,10.838,
FGFBP3,10.835,
ACD,10.833,
WFDC3,10.828,
ATRAID,10.828,
C1QTNF7,10.828,
RITA1,10.824,
FAM219B,10.822,
IZUMO2,10.815,
TMEM74B,10.812,
C15orf56,10.805,
ZNF213,10.801,
SYT17,10.8,
E2F2,10.8,
FOXG1,10.796,
OR5T1,10.795,
OR52R1,10.795,
FGF5,10.792,
CCDC186,10.791,
ARHGAP32,10.791,
USP12,10.789,
EIF2D,10.788,
COX18,10.787,
CEP128,10.786,
DUSP15,10.783,
CXCL6,10.783,
CBLC,10.777,
SAPCD2,10.773,
CBFA2T3,10.764,
FGF9,10.761,
IL21,10.76,
CEP20,10.751,
BEAN1,10.75,
MATN1,10.74,
KRT40,10.739,
TMEM178A,10.737,
CLDN19,10.737,
YIPF2,10.737,
SPPL3,10.736,
OR6S1,10.735,
RMND5B,10.734,
FRY,10.734,
LTA,10.734,
PABPC1L2B,10.73,
PLCB2,10.729,
CA5A,10.727,
H2BW1,10.724,
ADCY5,10.722,
FAM214B,10.721,
GCKR,10.72,
TBC1D14,10.719,
MLN,10.719,
DTX3,10.717,
CAMK2N1,10.716,
RIBC1,10.711,
CERS4,10.708,
SLC12A3,10.706,
SALL4,10.706,
B4GALT2,10.7,
S1PR3,10.699,
CD72,10.697,
SOX10,10.695,
TICRR,10.694,
FAM126B,10.693,
PRDM2,10.689,
ARL14,10.688,
TBL1X,10.6805,0.7318555185280768
BATF3,10.677,
GPR173,10.676,
H2AB1,10.675,
POC5,10.67,
FAM92A,10.669,
CIBAR1,10.669,
RGMB,10.665,
TMEM202,10.664,
NAT8L,10.66,
TCTN3,10.658,
TNFSF11,10.658,
CLDN23,10.655,
ARHGAP11B,10.655,
ABCB11,10.653,
IFNW1,10.651,
SPHK1,10.65,
LY6G5B,10.647,
RAB33A,10.647,
NCOA1,10.646,
LGI1,10.646,
SCGB3A2,10.643,
G2E3,10.643,
TBC1D31,10.638,
OR5B2,10.636,
ST8SIA1,10.636,
KIAA1107,10.635,
SGPP2,10.635,
MMP28,10.634,
ZNF568,10.633,
PRR3,10.629,
AOAH,10.629,
EHMT2,10.629,
SAYSD1,10.625,
MSANTD2,10.622,
TGIF2-C20orf24,10.62,
MYO1A,10.615,
CCDC112,10.614,
CPLANE2,10.613,
SKOR1,10.611,
C12orf54,10.605,
SPATA12,10.6,
PPM1D,10.6,
MEX3B,10.598,
ALKBH8,10.598,
EPOP,10.597,
SYCE2,10.596,
IER3,10.588,
CABS1,10.588,
